Date,no,so2_roll_std_7,nh3,pm10_lag3,no2,pm2_5_roll_std_7,o3_lag2,co_lag2,pm10_roll_std_7,so2_lag3
2016-10-02,95.1,34.435336225342404,49.2,21.3,32.2,100.77556629414109,144.3,5.27,238.90192149758408,51.6
2016-10-03,166.0,29.242174370329572,11.6,493.7,139.7,106.32284841574776,167.3,9.04,238.5712871399632,67.9
2016-10-04,65.5,25.61872455098117,7.0,595.2,87.0,114.90076670969684,25.1,5.57,205.61503673937145,88.8
2016-10-05,104.9,26.974917802955183,46.8,564.9,142.6,109.73422220897874,81.7,0.63,244.1442118717458,8.7
2016-10-06,4.2,26.830109241387,28.6,299.2,143.1,109.73422220897874,5.5,7.5,211.4255852427464,39.5
2016-10-07,87.3,26.859661735982947,38.4,251.9,25.8,112.858771838756,194.6,5.07,208.57612062563115,32.7
2016-10-08,97.5,20.09841263573292,12.7,7.8,100.6,110.09957181699544,105.7,1.24,177.47047507630455,25.5
2016-10-09,91.7,19.443887520368964,39.6,240.7,75.5,110.8753933798788,16.3,5.93,136.23455264114543,46.2
2016-10-10,183.0,20.51531367632709,40.2,466.4,130.7,74.75944597109344,60.3,7.6,155.09799974148342,68.1
2016-10-11,94.4,21.53893484566292,24.9,313.6,32.9,103.37120350603315,105.0,6.05,158.63080527108232,14.8
2016-10-12,29.6,21.783742299509207,13.1,242.5,14.0,106.44988984315133,149.9,4.73,151.4188655919153,12.0
2016-10-13,149.2,23.752313170560445,27.9,52.5,60.9,109.21136780181274,46.4,0.6,162.39887549458103,14.8
2016-10-14,83.4,25.27962665486819,37.8,127.1,100.9,99.48429404637048,85.9,3.86,190.9699091230759,12.7
2016-10-15,54.4,26.119687885541317,43.6,44.3,35.3,101.37634268971613,39.8,3.75,190.0693269510331,37.1
2016-10-16,33.6,23.36531821392753,39.2,366.5,46.5,110.77727977471548,83.0,0.64,216.6026216699267,58.4
2016-10-17,25.9,22.191268124025257,38.0,573.8,25.7,135.0739162723238,59.3,5.49,194.16843571644475,73.8
2016-10-18,129.5,15.410324306713784,33.9,296.6,76.4,144.30278187596636,172.6,6.23,186.4433285529533,61.3
2016-10-19,159.5,14.97035165156207,16.8,518.3,17.9,148.8717872789164,15.6,3.34,152.98341335551552,40.2
2016-10-20,70.9,15.148785901375492,8.4,233.7,97.8,164.09655694133238,138.7,0.78,158.1653534994906,73.3
2016-10-21,77.1,14.733828907847164,6.5,183.1,85.2,165.80309607081102,43.5,4.73,154.19501566893334,42.9
2016-10-22,59.7,17.339303001315454,50.0,508.4,88.1,161.65151524483875,38.9,8.45,178.14386374634395,77.2
2016-10-23,68.0,15.580482295854232,48.9,493.6,54.4,163.38170469355308,149.9,1.19,171.59572644251102,54.6
2016-10-24,133.7,15.050581384119306,23.6,193.6,5.4,137.40011956742535,109.3,7.85,162.8069555083705,45.8
2016-10-25,17.8,12.905775746503824,4.2,598.3,37.5,109.65916460083196,185.5,6.99,176.81777275462022,80.5
2016-10-26,103.3,23.766813597355178,34.8,288.3,142.3,115.96305240812468,190.1,5.97,190.1450498961248,71.7
2016-10-27,196.8,24.758769490155704,32.2,388.5,119.8,146.20127352712203,36.2,1.35,189.2020764005657,65.5
2016-10-28,189.9,27.06238823797441,31.7,119.2,96.2,140.8661235425493,175.1,2.8,191.54980578230263,76.3
2016-10-29,92.0,27.59919771090661,46.3,592.5,96.2,143.78414377114055,72.5,7.13,171.03990623187698,11.7
2016-10-30,66.3,27.489868263468548,38.8,483.6,125.5,124.27784539950376,61.3,8.57,171.33016858296276,39.8
2016-10-31,88.9,28.14518482034585,34.3,179.7,91.5,133.26163131581615,20.4,4.09,185.83712274590349,88.8
2016-11-01,100.4,30.261463786079297,20.1,458.8,58.0,134.5457100588429,82.8,1.57,168.58498210242809,33.1
2016-11-02,109.8,26.49463557563517,32.5,456.6,142.2,151.64797425365828,49.7,8.84,175.6267036860249,34.5
2016-11-03,22.0,29.049809441224006,44.5,572.3,42.0,142.00739082040448,35.5,8.08,178.07947396490914,23.2
2016-11-04,75.6,26.28978617529735,16.5,189.9,99.8,175.07264886598472,188.6,5.84,173.45321586882682,86.4
2016-11-05,23.3,27.746797326984613,4.7,149.5,77.6,176.808141915521,101.1,5.38,167.07329443775694,57.7
2016-11-06,52.9,30.453399216007437,5.8,166.2,28.7,144.86988907949316,181.4,7.45,157.55801803659102,88.5
2016-11-07,73.5,29.61873602653432,6.1,441.2,12.1,119.01584928467408,118.8,7.49,106.31581435022748,41.7
2016-11-08,195.0,31.57068411102448,22.7,289.7,17.2,114.12436199164432,104.7,5.8,120.53576825395469,23.0
2016-11-09,170.7,35.7735669906999,30.4,350.9,20.9,108.09660362049128,26.7,1.89,138.74270465591258,15.2
2016-11-10,108.1,33.33388809062173,22.4,271.6,92.4,118.30285791339152,59.0,4.45,173.2104967675916,30.1
2016-11-11,4.4,34.313234986490166,0.5,103.9,147.8,121.7125086501168,7.6,3.31,181.69267485299943,95.1
2016-11-12,182.3,33.807240700913795,35.7,489.0,56.1,119.59692622264504,121.1,0.47,197.07605010200805,94.3
2016-11-13,58.0,33.2534065566078,33.8,7.7,100.8,133.0882127799168,95.2,7.02,210.4735567600778,32.3
2016-11-14,10.8,29.84129449509281,1.7,490.5,103.8,127.20900125384216,6.1,9.84,233.94618835881613,25.8
2016-11-15,58.2,36.26348025217655,34.8,83.6,135.5,139.64336718942292,139.2,2.1,227.82149235959284,69.4
2016-11-16,17.3,33.53360787542634,34.6,16.8,27.0,157.36411976837744,40.5,4.41,202.43335881693108,97.3
2016-11-17,151.5,33.66320585700992,48.3,478.5,125.3,159.96566149378097,59.2,1.51,194.69148243652828,72.0
2016-11-18,55.8,29.997999933328877,32.2,191.1,26.5,150.92204073942415,44.4,6.71,191.6654873669713,3.0
2016-11-19,36.8,37.66075385533832,26.3,236.2,145.8,154.267581385937,61.2,8.81,183.6444468453715,75.1
2016-11-20,29.6,37.92707287865562,9.5,441.6,34.9,120.40877202659468,123.1,3.82,191.9912125965285,83.1
2016-11-21,87.8,37.85002987983971,49.1,9.1,16.6,163.05993639500437,58.0,7.97,176.16749335301725,72.6
2016-11-22,24.3,35.0520497328785,20.0,223.0,14.3,151.84825131878029,150.8,2.01,194.3527634654737,6.9
2016-11-23,144.8,33.52903503646038,28.9,550.8,83.5,128.7730783754341,36.8,2.34,204.4953987140977,5.4
2016-11-24,112.7,28.001717634391422,47.5,252.7,29.5,144.26997509629544,178.0,0.17,228.76941707858572,10.7
2016-11-25,166.0,30.82868948298147,16.0,522.4,29.7,173.38366622691353,160.5,8.54,187.97650435752857,31.5
2016-11-26,38.6,29.80751742829471,30.3,139.0,84.6,172.06319021967312,106.7,2.82,181.7758863467392,64.6
2016-11-27,147.0,24.446335785416416,1.1,597.2,34.4,173.11180119877935,138.3,3.93,185.75594972205505,47.3
2016-11-28,151.2,19.785299978471222,28.5,242.3,133.0,141.3733001666157,182.9,8.41,213.3567736378262,84.1
2016-11-29,98.6,17.748775947063113,1.2,284.6,9.5,157.46024743982088,175.6,5.43,202.1840121322764,67.1
2016-11-30,134.4,29.19939660172381,41.4,573.8,114.5,147.8584667527576,128.1,9.79,194.73491994919345,56.6
2016-12-01,112.5,29.007347180950354,10.0,82.0,144.4,152.04281038732591,10.2,8.96,178.33178682017353,87.6
2016-12-02,196.8,26.76654806354553,22.1,227.4,78.8,151.8893112010945,175.4,8.39,210.79915401474696,39.8
2016-12-03,134.4,29.040111832396462,13.2,202.1,97.7,133.2025257160801,159.4,0.26,218.500198321801,2.4
2016-12-04,55.3,29.83549340410956,20.6,13.6,134.7,123.28504138204116,138.3,3.18,196.8265540544568,54.8
2016-12-05,65.8,28.99815265051992,22.2,528.2,93.3,173.01431402384887,173.7,0.54,213.6415043500492,37.4
2016-12-06,9.4,32.888737397763485,24.7,423.9,148.9,187.2874617622156,158.6,4.66,216.72981424103168,82.7
2016-12-07,23.0,24.4307476056593,3.4,35.7,23.5,184.0063029458761,23.4,5.25,215.46523087098169,69.8
2016-12-08,133.9,32.62038509597216,2.6,508.3,89.9,184.92623497208925,85.5,7.15,174.13312367813464,83.0
2016-12-09,182.7,33.571090170533544,6.2,397.8,133.2,180.65742640225372,94.1,3.83,155.4324596852577,98.8
2016-12-10,31.3,31.8108397218546,32.8,220.0,97.0,175.35847502161042,59.1,6.59,185.46389457378453,34.7
2016-12-11,73.5,35.0288180679579,42.6,307.5,56.6,153.2487784461528,185.1,9.7,182.14596187829997,9.1
2016-12-12,172.2,34.53717114177403,46.3,361.2,21.9,153.56254348604926,141.3,0.98,148.0515000486867,29.9
2016-12-13,146.3,31.04108644392212,47.1,12.2,6.9,130.91010183291755,126.9,4.97,125.61002386448968,56.6
2016-12-14,78.5,35.31354117723383,12.3,52.3,10.5,114.6415635589388,74.2,3.93,193.459043284544,94.7
2016-12-15,79.4,28.645584717535847,38.1,188.3,69.1,121.76450534496854,142.5,1.18,198.4926147120788,29.4
2016-12-16,146.3,35.755638915920855,2.9,180.9,19.5,117.88194457652531,19.9,0.42,206.8299922987121,82.1
2016-12-17,73.2,37.028444664686006,22.3,574.7,99.8,116.2071631264825,191.8,6.16,203.78158592449995,97.5
2016-12-18,157.3,36.28302764707067,11.3,370.0,32.9,69.31569945168559,142.4,9.38,199.4322512963801,77.0
2016-12-19,97.0,35.42439971598805,5.8,27.4,30.2,97.32376991504373,112.0,4.22,204.3441867699356,1.8
2016-12-20,143.7,33.07343920659568,11.1,33.1,107.7,106.5258966949672,2.7,9.37,216.3538415695558,37.3
2016-12-21,33.2,24.672985033760902,33.7,366.8,135.0,108.8554371194952,31.7,0.85,180.33063020595196,18.7
2016-12-22,20.2,21.9468188387943,44.3,121.5,4.5,144.28966071925,132.5,3.38,167.47550496088766,42.5
2016-12-23,162.2,15.9934808147391,18.0,448.9,106.7,148.49402264705762,79.3,3.05,155.89503642179235,32.0
2016-12-24,91.1,16.992687502906293,11.0,85.8,119.7,146.08582767544266,193.6,9.79,165.7243868021603,57.8
2016-12-25,194.6,16.016330951340144,29.5,112.9,69.1,139.5918148098406,28.2,4.44,164.93288534026902,65.8
2016-12-26,164.3,24.858628855418143,5.0,237.5,61.4,153.12989506267158,137.1,0.83,184.19655004266147,50.3
2016-12-27,21.0,25.93950838466478,32.9,474.8,89.3,173.46198156258663,185.6,2.9,205.974147707447,27.7
2016-12-28,166.2,26.403598239633915,15.1,358.9,124.4,164.39321182834212,3.6,8.91,216.86455066085165,23.2
2016-12-29,194.6,30.821985041602385,15.3,13.9,86.6,170.63083654765464,2.8,3.33,194.51191419011997,93.1
2016-12-30,171.6,34.59123202971141,22.7,552.6,4.3,172.0937286148786,177.8,6.14,185.670689022001,81.7
2016-12-31,166.3,32.659527888577344,23.0,565.0,129.3,178.32787219052463,56.3,5.85,217.9271241231141,43.9
2017-01-01,11.0,31.86135889249217,26.7,383.2,92.9,177.89146905319788,12.4,4.92,218.9887048620147,97.2
2017-01-02,146.2,28.464070919904145,43.1,378.9,106.7,158.21011797154935,129.9,2.96,188.92340473626507,18.2
2017-01-03,64.0,30.809352321595306,2.3,57.6,141.8,162.63495787747962,15.7,1.59,180.36699492186077,49.3
2017-01-04,37.8,32.56607934353664,35.6,259.0,56.4,162.74585211596766,32.4,5.2,149.2640995972273,27.9
2017-01-05,36.2,30.1261474786399,8.8,170.7,104.9,127.40863206160564,29.3,2.24,145.3199786349962,66.1
2017-01-06,16.7,31.038301990865897,47.5,101.2,105.9,135.93823001993366,51.0,4.12,187.1431715737079,94.6
2017-01-07,141.5,31.01730699679346,30.6,15.9,33.8,139.979889712092,193.4,8.95,175.9864956940342,27.2
2017-01-08,137.0,31.92809629986311,17.6,363.8,131.9,154.24351803930946,68.2,4.81,179.78008656080115,85.0
2017-01-09,136.4,35.336039878369405,27.7,541.7,57.2,152.16775204327848,15.9,1.24,215.7953770633293,13.6
2017-01-10,164.8,30.93562440202001,16.1,317.3,95.6,152.39683786245752,168.9,6.6,198.40806195217672,53.1
2017-01-11,120.5,31.558064398366184,48.2,154.3,116.3,169.29205252349874,93.8,8.69,161.95928941734465,21.6
2017-01-12,65.6,24.185650999832784,26.6,574.4,39.0,175.9216194516074,190.8,2.22,189.68151753725985,5.7
2017-01-13,78.7,23.09502110845536,0.8,296.6,108.8,163.56294259543083,29.2,8.41,172.17592608668946,74.2
2017-01-14,79.1,23.28801040388437,22.4,182.9,140.6,151.87055264897398,198.7,1.82,214.722397749368,19.9
2017-01-15,159.9,24.05271987392137,25.9,82.6,141.9,131.67413963120865,106.2,6.28,221.2427981071596,30.1
2017-01-16,50.0,23.041897656639453,43.9,93.2,97.9,131.58372131189216,194.4,5.2,183.95174833168969,26.4
2017-01-17,60.3,21.654472759136603,12.6,581.0,27.1,133.49590327225823,96.4,9.31,179.27583429426377,54.4
2017-01-18,25.3,27.1165649601511,10.2,97.7,37.4,103.77377639204686,56.6,2.26,193.86287986738407,56.0
2017-01-19,119.8,29.12312941060192,23.3,87.5,53.9,105.7003784288396,116.8,6.64,191.0975293254347,76.6
2017-01-20,120.0,25.090626213977277,5.4,183.3,18.2,154.53599364980732,155.8,7.68,202.17737968710173,21.9
2017-01-21,120.1,26.48953971449323,42.6,382.8,131.9,133.20088481044604,12.4,7.48,195.83998934990544,93.8
2017-01-22,77.6,30.84295860059626,25.9,366.3,21.3,159.00159028854318,103.3,7.76,185.84467528915923,92.3
2017-01-23,0.6,30.615503386667463,2.1,25.1,97.8,179.60251350452435,122.7,1.87,191.50886340298865,70.8
2017-01-24,94.2,27.18233845366368,21.7,557.7,81.8,184.81690811126973,124.3,3.16,207.8495586899785,42.0
2017-01-25,62.5,24.254827698144258,12.9,311.8,104.3,175.67003159332566,128.5,1.66,210.6620471163181,23.2
2017-01-26,197.4,19.490596023039732,1.9,553.6,16.0,179.81623953358624,38.3,5.33,209.04245866284973,40.8
2017-01-27,58.7,15.097319219617978,2.5,84.9,83.5,161.3688616921169,143.2,6.23,175.0151775731241,50.5
2017-01-28,130.1,14.737238224178544,26.3,204.2,37.7,169.7819974751937,105.9,2.24,142.36052154736512,29.0
2017-01-29,181.1,15.472525573384791,34.9,255.9,42.3,135.5024969019635,181.9,0.98,167.23924977907043,11.1
2017-01-30,179.8,15.054788828365062,19.9,311.3,2.6,128.7128180245056,98.4,5.16,98.04100211257354,13.2
2017-01-31,175.1,12.605025452836871,13.0,259.4,48.7,133.32279124990865,107.4,9.73,102.76077165181144,39.0
2017-02-01,93.3,13.300590749501056,40.4,43.6,91.3,142.48476944505188,87.8,5.29,102.84559624342802,45.1
2017-02-02,113.1,12.166581865327386,18.6,156.1,113.5,160.32560321925828,179.4,0.52,129.59862947540896,30.5
2017-02-03,84.8,7.978065167039111,3.8,59.9,139.9,177.26092685777124,11.9,0.85,130.1957464011477,33.7
2017-02-04,114.0,20.985425781672724,19.8,206.7,114.7,188.87649277718347,120.5,2.37,128.56800683277297,40.0
2017-02-05,138.4,21.661937212759224,3.5,397.4,52.0,192.5124658919766,72.6,1.99,113.59421095242664,51.0
2017-02-06,125.0,25.311384602115105,11.4,315.6,116.8,197.86608987850707,190.4,1.51,132.14973830217352,50.9
2017-02-07,147.4,23.26246721550361,14.8,228.2,16.8,166.5329768572946,48.5,6.8,116.02804053536296,93.3
2017-02-08,24.4,23.136108657454116,20.2,318.8,51.8,167.1893822101432,53.3,4.17,142.79596999782115,34.9
2017-02-09,28.0,22.3839972599474,13.6,50.5,92.9,198.18359693788483,82.1,3.16,133.24383484352705,90.7
2017-02-10,48.3,33.1801001749399,2.5,156.8,131.7,202.7823522423792,165.2,1.59,129.13484830834227,58.7
2017-02-11,174.0,29.93831754028366,11.9,21.1,140.6,183.70525694321185,97.0,2.49,204.4366929603662,85.6
2017-02-12,106.2,29.17771491428084,30.4,349.2,102.7,198.02117611628373,29.7,7.46,218.42086068173987,59.8
2017-02-13,99.4,27.256908254955228,46.3,93.2,78.6,197.8412386594003,29.1,4.13,204.44959793366615,2.8
2017-02-14,98.3,27.60934969310558,43.1,589.0,17.7,147.3254641294319,91.7,1.46,200.54010167782417,57.1
2017-02-15,101.4,25.046946396906804,5.5,440.7,128.7,197.33071105078804,6.8,6.38,184.29059351237265,75.6
2017-02-16,59.6,29.568532179296525,12.6,179.9,77.3,195.3387290007261,119.3,4.48,204.02369026776265,36.5
2017-02-17,38.4,22.295355057564255,4.4,217.1,24.4,189.0069298301244,165.7,8.45,191.59052193477072,65.9
2017-02-18,132.8,23.11937962588341,44.9,110.1,85.1,199.42078150292687,22.6,3.22,157.62941621773066,30.9
2017-02-19,191.3,20.932703963847917,6.2,515.9,88.9,185.17582635610583,138.8,4.64,165.48495112129882,89.0
2017-02-20,197.6,20.16725304145545,33.0,176.2,141.9,175.99762714850684,132.2,4.94,169.07615500263717,36.0
2017-02-21,64.2,22.537355234196845,37.3,402.3,37.5,175.9374212340178,137.1,6.23,183.22278528506956,39.4
2017-02-22,128.1,21.79873303439356,31.9,47.9,75.1,136.40498175513645,51.6,9.76,179.79656096080646,48.7
2017-02-23,33.0,23.309756796345187,29.5,132.5,50.2,142.7273207736981,194.1,1.83,142.32025924117676,54.7
2017-02-24,32.3,29.52635626496628,12.6,418.1,116.1,144.34297944231903,26.2,2.07,169.72708906330894,80.9
2017-02-25,189.0,32.48008913898158,48.0,137.6,117.1,127.78778539139856,46.8,0.66,196.3081736648241,35.5
2017-02-26,143.8,39.06787743938806,24.3,159.2,23.8,141.73249115012092,78.9,2.31,174.55607913190673,94.6
2017-02-27,166.9,40.6177183950434,32.3,464.2,120.7,124.41323616614652,143.3,7.7,183.9202350399289,5.8
2017-02-28,193.6,39.1258652726471,49.9,541.2,147.7,118.09478436932818,162.9,9.76,193.61039793997628,91.8
2017-03-01,88.1,43.49361748469264,19.7,201.1,24.1,142.2178493251347,57.8,4.77,194.1294388999742,1.9
2017-03-02,195.7,38.205453362925375,15.8,562.6,131.1,143.35005439565813,96.1,7.22,180.95235889724125,81.3
2017-03-03,135.7,35.40959649317573,19.4,168.1,130.0,144.04002750558456,33.1,7.59,196.8775882671882,48.2
2017-03-04,180.5,33.27720512531634,16.0,134.3,66.2,144.87329768094742,150.3,8.57,167.3385462098279,0.4
2017-03-05,193.0,31.094962078553262,29.2,341.1,87.8,137.5828893015823,188.6,9.15,169.39359913695407,50.6
2017-03-06,41.9,29.54780630000908,10.4,76.6,85.0,138.32436172858007,55.1,2.05,105.85618725871414,58.0
2017-03-07,170.6,29.60337014276454,4.3,352.5,29.1,145.1877290498984,131.3,1.61,130.32041100230254,80.7
2017-03-08,78.4,17.915024287957138,35.1,172.8,142.7,120.7563071408104,147.7,8.41,128.00967039362797,93.8
2017-03-09,113.4,16.887259215441762,14.2,267.8,95.4,102.46538788432784,89.4,8.83,114.7411351488106,50.8
2017-03-10,15.6,17.20575761883487,39.2,15.4,128.8,110.2231524378312,68.5,0.95,107.81067841801186,46.8
2017-03-11,88.3,19.521416810408844,47.1,231.4,8.2,112.44030585582932,9.1,9.48,95.15487125633184,72.8
2017-03-12,153.2,15.698923226648038,8.1,224.6,140.9,134.34454992755798,33.7,3.88,137.94926431050357,62.3
2017-03-13,13.5,15.439744631492871,37.8,295.6,12.7,144.35668457315174,68.1,1.88,164.98100756493935,54.7
2017-03-14,107.0,20.5850153544479,15.6,271.2,49.1,153.51935817131775,189.0,1.37,130.24674934249057,33.7
2017-03-15,7.8,21.36920347469357,30.1,485.7,147.4,153.6455274169675,88.3,5.87,123.41861594550728,79.6
2017-03-16,161.6,21.54651667793149,33.9,493.8,12.1,150.65797593982776,102.6,6.82,107.8445442026885,58.4
2017-03-17,54.4,23.76950827866497,50.0,505.6,34.8,148.48090786360382,193.6,2.05,161.61142109569883,21.8
2017-03-18,193.1,23.552555214728947,33.1,280.5,120.5,126.58838809306322,74.9,5.21,200.47666055820872,77.7
2017-03-19,25.4,19.830063756111,42.3,430.3,31.3,132.0959860245933,81.7,3.56,205.03513287796687,43.5
2017-03-20,75.2,27.17380566438409,37.7,72.4,89.4,120.47032632067342,177.9,1.6,212.39879831065247,25.8
2017-03-21,40.6,26.182300455514905,23.6,46.5,88.4,112.6741720520682,113.6,5.18,192.66862620522613,35.9
2017-03-22,41.9,24.806076444521143,49.8,518.5,35.7,143.53181329785903,21.6,4.16,220.03087662113776,31.7
2017-03-23,26.8,25.550854985228742,20.9,73.0,36.5,161.59702378211722,153.8,8.42,228.0597248425021,92.1
2017-03-24,94.6,30.413068932693395,38.3,109.3,129.2,161.41306078033546,143.5,8.97,213.7371817376252,29.0
2017-03-25,83.1,32.75352398343317,12.4,498.6,35.2,140.33297138286122,85.6,2.32,197.89372328167855,16.3
2017-03-26,43.5,32.13613898045979,3.6,483.4,93.8,170.64998988461474,41.0,1.51,186.42707881175832,21.5
2017-03-27,120.7,28.16191281382236,46.7,336.0,52.2,170.59397633534667,168.3,0.34,158.89340092383546,83.0
2017-03-28,166.3,28.001156438703752,27.3,532.5,13.5,139.67632140740545,143.4,1.22,118.7855751223304,79.2
2017-03-29,48.7,25.187222762269545,33.8,376.8,25.8,132.01770624391574,132.9,4.88,128.18398050124208,67.5
2017-03-30,53.8,21.66513547703069,11.9,206.2,27.6,158.67327467232192,96.4,2.15,134.78989470388953,37.4
2017-03-31,33.3,18.63194900727035,32.3,504.7,27.3,139.0526399126125,86.7,1.88,181.28431103813503,30.5
2017-04-01,36.3,16.343543941612765,35.0,563.8,109.5,135.5896470271694,193.5,7.2,191.8577238228268,35.5
2017-04-02,96.5,14.842602775216209,9.3,292.8,13.5,123.82380915755154,169.4,2.78,208.79256395260987,54.1
2017-04-03,126.4,14.493315372135848,9.2,83.0,45.7,123.21960071352296,136.1,0.17,197.1701670179968,64.4
2017-04-04,31.1,21.171994080230892,9.4,593.8,133.9,122.63267450864345,17.9,8.9,235.85604972202023,68.2
2017-04-05,15.8,20.694397677586416,22.1,592.0,62.2,137.35645494218957,81.7,3.61,225.67891223721213,54.6
2017-04-06,107.3,25.98421682116901,3.9,582.8,58.9,90.54784055167455,7.0,9.73,224.6152996951515,40.3
2017-04-07,100.2,25.99455071099836,37.3,104.8,110.4,89.61936971755311,173.8,5.15,212.8106703823173,6.3
2017-04-08,4.8,24.571373200380556,24.8,321.8,119.9,110.1579688231322,22.0,1.98,192.19877607261012,44.0
2017-04-09,48.6,25.715716891389476,30.0,314.9,92.6,110.33045601197158,187.9,2.96,156.0062391914709,4.0
2017-04-10,34.6,30.758274148128454,26.0,142.1,46.6,114.70749549968215,28.8,7.23,97.04698910959468,8.0
2017-04-11,167.0,30.59170444666952,45.3,276.5,128.6,110.91738667434768,28.3,0.54,147.30888021594615,61.7
2017-04-12,1.2,32.83501325168141,42.1,342.4,36.2,105.2252934467396,136.7,1.14,160.30859674538962,61.2
2017-04-13,156.6,32.53355776659509,46.2,172.7,76.6,71.90779810682241,92.4,9.9,167.85434871027945,76.5
2017-04-14,63.7,29.159144608265056,30.8,594.3,48.9,79.480270088453,12.7,5.81,177.41473069242693,7.3
2017-04-15,157.2,35.444503906005735,17.9,139.2,6.2,154.00999658340075,94.8,7.46,196.7120907993873,4.0
2017-04-16,194.6,37.24629096267425,39.5,141.1,25.4,155.3934193005123,106.8,2.78,195.28278640644805,66.7
2017-04-17,93.6,40.06727081392229,44.9,74.0,26.3,173.9359159493602,172.9,8.29,220.83095236811653,44.1
2017-04-18,56.2,39.83699524909213,39.7,471.1,17.8,183.63265349215928,156.8,0.55,193.4368286202668,99.7
2017-04-19,53.8,37.98270909869633,18.2,310.2,83.5,179.52824290344958,43.2,8.46,202.63096881723044,82.1
2017-04-20,157.7,39.04304096275092,39.9,584.6,100.3,140.75450259227935,14.9,8.48,187.12225440935157,3.8
2017-04-21,135.0,38.534733868105455,25.9,409.9,81.9,148.16378003508717,167.2,3.25,155.6506925626677,91.3
2017-04-22,86.1,39.26350541078644,40.2,582.0,116.5,127.24077850392815,174.3,7.03,170.43872240555564,13.0
2017-04-23,143.1,37.6306106400475,36.5,571.1,141.2,144.9398808044875,148.5,1.45,180.98212487372743,82.0
2017-04-24,75.4,34.11572741629374,45.1,178.3,111.0,142.45549848152243,168.4,7.06,163.29143097104426,68.6
2017-04-25,28.2,29.8907693985634,18.1,252.9,72.2,138.11942727392196,34.0,7.22,166.48475119647514,9.5
2017-04-26,170.6,26.906097733378104,9.8,229.2,31.8,159.30513099679112,197.6,7.46,168.88259940252016,21.9
2017-04-27,80.2,29.350906532604974,17.1,314.2,98.0,178.67607429034678,94.4,2.04,108.6998444822984,60.5
2017-04-28,148.5,35.574516025888386,28.4,252.5,137.8,184.97425947051832,83.7,6.15,160.73783446522842,64.5
2017-04-29,32.6,31.59254734298972,6.3,7.6,132.9,190.74784776917247,72.4,6.54,163.34552189701833,67.6
2017-04-30,43.8,29.673805989538334,4.0,334.3,91.1,178.9720715110387,22.7,2.89,190.92010296007447,3.3
2017-05-01,28.3,31.1558295393609,10.2,549.6,13.0,172.96753480129755,51.5,3.03,201.9506021637108,99.3
2017-05-02,14.7,31.088261450264454,7.5,363.2,99.6,145.14290494937336,166.6,8.53,239.0954929769788,55.5
2017-05-03,53.5,32.01363548775516,47.3,31.7,136.8,134.4295708682041,87.1,0.67,210.08093565054716,35.8
2017-05-04,162.2,30.13374156908465,24.2,73.0,109.3,116.47477143550176,120.4,3.17,230.0478200805419,80.2
2017-05-05,130.6,24.5276520336887,27.5,566.2,138.1,114.1190814978144,167.6,1.36,221.21197009720237,51.7
2017-05-06,115.0,24.85903112696526,27.5,241.2,86.8,114.23381619251282,152.8,9.98,224.16803008967528,78.5
2017-05-07,62.2,27.26051566433976,7.6,554.0,149.4,119.84171306551076,82.5,8.79,189.5325452640936,10.1
2017-05-08,21.1,26.07979513504109,38.5,483.7,52.6,122.95444762380993,60.4,4.38,115.29600827352868,42.2
2017-05-09,109.4,31.555868822500447,44.2,428.3,61.3,146.91026091429003,161.9,2.37,169.78276035653818,61.9
2017-05-10,158.4,30.195253490132053,26.6,560.9,136.4,169.05175595206393,38.6,8.23,155.5199175729744,19.3
2017-05-11,118.2,30.14624670628484,27.9,439.2,46.2,186.73440012615825,181.8,5.15,152.5908129294689,73.5
2017-05-12,22.0,30.990075216184305,40.4,102.0,7.5,176.3794907632538,79.1,0.56,163.1336028565308,0.4
2017-05-13,156.0,33.772276598812006,31.7,378.8,11.7,173.80130417615774,123.1,0.87,167.59475642439497,71.2
2017-05-14,159.0,36.275230956568414,20.3,532.1,14.8,175.00477816606144,64.6,2.8,160.88381344489358,79.1
2017-05-15,65.6,35.496143318340785,38.9,236.0,73.7,171.51270951101412,65.5,9.34,158.21207737897663,30.0
2017-05-16,133.0,32.769745047470074,19.1,260.0,144.0,167.88707514278752,62.5,6.34,134.90060362037948,6.5
2017-05-17,139.5,33.01307821656945,48.8,525.6,11.9,157.3166309738179,181.6,0.94,182.23176373586884,86.0
2017-05-18,139.7,32.03392546898335,11.0,275.4,61.6,128.73131487160168,123.2,9.94,187.68948140098644,65.3
2017-05-19,172.6,30.61893282952635,1.7,216.6,134.4,115.59611955919142,117.1,8.93,204.2330892923684,99.1
2017-05-20,49.3,20.28607310212504,28.2,14.6,27.3,116.88645080141832,11.4,3.74,204.28302612283903,46.3
2017-05-21,113.8,18.92846181459724,18.0,556.5,117.2,134.84558364503977,83.5,5.84,216.4194593398481,66.0
2017-05-22,125.0,24.173086175292017,19.7,83.2,25.6,156.0665013932934,41.5,8.25,233.16600973391888,42.2
2017-05-23,46.0,14.767612567791035,44.3,300.8,148.5,155.61684172534623,137.3,2.09,229.81786784528367,61.4
2017-05-24,152.9,14.736559655366964,18.3,582.7,56.7,171.20138934683257,73.0,2.02,182.2953438268579,51.6
2017-05-25,166.2,13.160348092081785,40.2,522.6,115.2,161.32130464800176,62.4,3.65,201.6281761772676,21.1
