Date,city,pm2_5,pm10,no,no2,nox,nh3,co,so2,o3,benzene,toluene,xylene,aqi,aqi_bucket
2016-06-12,Delhi,77.5,235.4,192.6,77.1,164.2,40.2,9.14,32.5,70.1,7.29,13.83,2.31,211.9,Moderate
2016-06-13,Delhi,273.7,87.7,90.8,147.2,225.5,2.8,0.39,63.2,24.7,17.17,19.61,5.7,489.4,Poor
2016-06-14,Delhi,243.1,353.1,110.0,36.0,91.0,45.3,6.05,5.9,164.1,11.69,20.93,8.02,470.0,Severe
2016-06-15,Delhi,407.6,590.7,126.7,144.2,232.3,36.9,2.45,84.8,197.1,1.84,17.11,0.8,289.8,Moderate
2016-06-16,Delhi,309.9,99.2,167.2,5.1,208.8,3.0,2.63,29.4,80.6,11.57,25.83,1.99,477.0,Moderate
2016-06-17,Delhi,376.1,279.1,28.3,107.6,172.9,0.0,2.16,3.4,9.7,13.43,10.8,6.0,52.1,Satisfactory
2016-06-18,Delhi,35.3,242.8,86.3,106.4,234.4,30.4,2.18,27.9,99.3,17.32,20.18,1.16,250.1,Satisfactory
2016-06-19,Delhi,197.2,20.8,116.2,78.2,56.6,10.7,1.21,36.9,143.9,7.59,26.89,7.61,218.0,Severe
2016-06-20,Delhi,390.9,495.5,192.9,84.5,69.3,42.4,8.72,69.9,48.2,14.99,9.35,7.65,84.7,Severe
2016-06-21,Delhi,234.3,327.2,27.4,131.7,106.7,16.6,2.01,81.9,156.0,5.97,14.02,5.69,396.3,Very Poor
2016-06-22,Delhi,40.5,348.0,155.4,100.6,148.4,21.1,0.33,20.5,118.3,15.72,0.21,0.48,102.6,Satisfactory
2016-06-23,Delhi,58.5,134.0,107.6,78.0,38.2,41.9,5.88,57.0,184.7,16.38,15.5,4.22,39.0,Poor
2016-06-24,Delhi,303.7,322.1,20.2,68.4,105.5,14.7,4.75,90.0,93.0,1.18,21.35,7.05,316.1,Very Poor
2016-06-25,Delhi,128.6,592.7,172.5,75.9,174.9,26.4,3.42,23.5,127.5,5.9,0.25,5.05,273.4,Good
2016-06-26,Delhi,57.9,79.3,150.9,115.2,93.9,43.9,9.55,48.2,168.1,19.58,23.3,4.27,335.1,Moderate
2016-06-27,Delhi,440.3,491.8,191.0,77.7,69.9,14.9,9.24,88.3,44.4,7.69,21.22,8.87,311.3,Poor
2016-06-28,Delhi,90.5,540.1,180.5,145.0,84.4,26.0,2.63,3.3,38.8,8.68,2.0,0.02,328.0,Poor
2016-06-29,Delhi,51.6,557.4,199.1,4.9,168.4,11.9,6.46,32.0,130.2,5.14,28.96,5.94,137.5,Very Poor
2016-06-30,Delhi,85.2,278.1,6.6,5.0,36.5,39.3,6.05,57.0,70.3,3.82,25.26,6.49,379.2,Severe
2016-07-01,Delhi,274.1,502.1,104.0,80.7,44.1,33.2,2.08,66.0,137.2,2.18,7.27,9.08,236.2,Good
2016-07-02,Delhi,232.3,258.0,2.5,12.6,101.7,19.2,6.64,75.5,9.2,13.12,17.04,5.74,477.9,Moderate
2016-07-03,Delhi,141.5,65.9,93.7,14.1,28.7,49.6,4.36,90.4,55.4,6.4,18.4,9.4,481.8,Severe
2016-07-04,Delhi,258.7,507.5,67.4,60.8,82.6,6.2,2.86,5.6,50.0,6.92,3.38,5.44,41.1,Very Poor
2016-07-05,Delhi,202.7,364.8,89.0,83.8,91.3,4.1,3.52,79.9,3.4,0.44,25.01,8.64,207.8,Poor
2016-07-06,Delhi,417.2,342.4,185.2,123.7,48.6,1.5,6.46,42.2,112.7,12.01,15.2,8.04,169.4,Satisfactory
2016-07-07,Delhi,477.4,600.0,157.4,87.6,88.0,14.9,0.07,20.3,165.2,1.36,7.91,2.93,110.6,Severe
2016-07-08,Delhi,170.2,134.5,52.3,100.9,220.9,3.5,1.8,12.4,151.0,18.61,24.34,0.07,230.4,Moderate
2016-07-09,Delhi,343.1,94.4,57.2,105.3,151.3,36.6,1.77,43.6,6.5,2.04,19.79,5.76,208.4,Very Poor
2016-07-10,Delhi,15.2,409.6,23.4,33.3,114.3,9.6,6.5,44.7,120.5,12.24,12.13,2.92,360.8,Moderate
2016-07-11,Delhi,261.3,584.7,24.0,67.4,121.5,15.2,2.91,8.7,33.9,13.25,28.93,3.07,141.1,Good
2016-07-12,Delhi,236.0,378.2,43.0,16.9,86.3,48.2,4.15,58.9,159.4,13.37,24.37,8.82,161.1,Satisfactory
2016-07-13,Delhi,259.3,568.9,133.7,145.6,149.9,1.9,2.54,17.2,193.0,2.86,1.83,3.66,43.3,Satisfactory
2016-07-14,Delhi,129.8,484.9,157.4,136.2,123.3,41.1,6.02,49.5,94.5,6.06,26.11,3.94,278.9,Poor
2016-07-15,Delhi,107.3,185.9,47.9,131.2,178.3,20.4,9.15,45.0,80.0,10.28,14.16,0.46,387.8,Moderate
2016-07-16,Delhi,336.7,564.4,190.4,96.8,209.1,38.7,6.53,51.8,102.9,19.51,15.24,5.89,421.0,Very Poor
2016-07-17,Delhi,58.0,522.7,73.7,85.1,83.8,9.1,3.32,18.5,125.7,18.79,12.98,9.63,29.2,Severe
2016-07-18,Delhi,97.5,433.3,80.6,92.1,80.4,10.8,6.42,23.8,109.9,12.71,5.45,0.95,481.9,Satisfactory
2016-07-19,Delhi,383.8,372.8,170.4,5.9,83.8,12.1,0.77,58.9,131.6,15.18,3.13,8.37,46.2,Good
2016-07-20,Delhi,447.1,18.8,179.6,31.5,45.7,31.3,6.45,52.8,3.7,15.07,8.2,1.15,169.2,Severe
2016-07-21,Delhi,487.3,18.4,25.7,96.3,176.0,4.9,2.05,50.4,176.5,11.17,25.59,1.12,322.3,Satisfactory
2016-07-22,Delhi,62.1,15.3,30.7,73.6,57.0,33.5,7.75,54.4,70.7,7.93,9.16,7.29,83.0,Moderate
2016-07-23,Delhi,31.2,204.9,113.5,60.8,80.6,29.2,8.55,1.0,0.2,8.6,27.06,6.64,218.8,Severe
2016-07-24,Delhi,457.7,36.5,119.7,109.1,219.0,8.9,7.4,64.4,127.6,14.77,10.38,9.61,140.1,Severe
2016-07-25,Delhi,93.4,19.3,117.5,108.5,11.7,25.6,9.77,80.3,14.9,8.21,10.97,4.78,326.8,Severe
2016-07-26,Delhi,28.7,3.4,27.5,148.0,32.7,16.6,1.2,16.1,117.0,17.29,20.66,8.19,401.6,Good
2016-07-27,Delhi,226.0,19.2,57.1,42.9,156.2,3.6,0.4,61.0,101.0,9.16,12.61,0.82,375.1,Good
2016-07-28,Delhi,364.1,401.5,121.1,11.9,102.0,28.5,5.72,20.5,131.2,17.12,17.98,9.86,160.6,Moderate
2016-07-29,Delhi,2.7,188.4,80.6,63.2,7.0,0.1,7.99,19.8,126.1,16.65,6.21,5.08,10.5,Poor
2016-07-30,Delhi,22.8,347.2,91.0,9.7,212.8,36.1,0.97,44.8,60.2,16.63,2.75,7.95,107.3,Very Poor
2016-07-31,Delhi,11.8,304.8,156.9,110.9,23.0,12.8,8.51,8.5,17.0,8.62,9.76,3.0,20.0,Poor
2016-08-01,Delhi,76.5,63.5,78.0,45.7,136.3,45.2,0.12,17.6,113.5,5.33,7.11,6.31,436.6,Very Poor
2016-08-02,Delhi,191.1,218.7,29.8,141.8,232.4,13.8,1.03,59.8,123.8,5.07,23.79,3.64,203.8,Severe
2016-08-03,Delhi,28.2,579.6,140.9,23.4,219.4,4.9,8.87,28.5,194.4,16.08,23.73,6.51,265.9,Satisfactory
2016-08-04,Delhi,62.6,41.3,38.4,78.2,226.1,25.1,3.3,67.0,12.4,11.25,7.94,4.25,433.2,Moderate
2016-08-05,Delhi,195.3,558.2,139.8,112.1,3.7,39.7,0.67,77.8,123.3,4.24,18.84,1.97,446.7,Severe
2016-08-06,Delhi,392.6,323.6,93.2,84.8,62.6,25.9,9.32,13.9,117.3,3.4,22.51,4.2,437.2,Moderate
2016-08-07,Delhi,101.3,587.9,192.2,104.5,82.0,6.9,8.5,9.0,78.5,12.45,24.25,6.43,342.2,Good
2016-08-08,Delhi,215.4,66.5,117.8,8.3,60.3,5.8,6.73,51.2,24.9,0.49,5.79,9.18,476.6,Severe
2016-08-09,Delhi,357.6,189.5,11.1,7.8,217.2,10.4,3.23,25.2,39.9,15.3,25.65,5.51,278.5,Poor
2016-08-10,Delhi,264.1,168.4,49.6,3.7,31.6,23.0,2.88,77.0,0.0,8.21,26.68,7.38,188.8,Very Poor
2016-08-11,Delhi,287.8,277.9,126.9,79.4,34.7,25.3,3.82,17.9,81.6,12.22,4.69,3.33,20.0,Poor
2016-08-12,Delhi,290.1,300.9,127.0,18.0,23.6,36.9,9.76,21.8,22.6,15.0,29.77,3.36,471.5,Severe
2016-08-13,Delhi,110.1,514.6,60.5,17.5,60.9,30.4,3.59,38.4,135.7,10.14,21.64,5.6,95.7,Good
2016-08-14,Delhi,209.9,212.3,44.2,0.4,234.1,38.9,5.05,1.1,108.7,10.57,25.95,3.22,52.4,Good
2016-08-15,Delhi,87.8,563.0,86.7,122.9,89.4,24.4,9.93,97.5,125.1,17.16,23.67,0.98,429.3,Good
2016-08-16,Delhi,184.2,0.8,147.6,87.9,32.9,42.8,1.95,71.2,4.7,3.06,17.43,0.97,105.6,Satisfactory
2016-08-17,Delhi,203.8,512.4,67.7,38.6,183.9,1.7,4.08,14.1,178.1,16.99,14.15,5.04,473.3,Good
2016-08-18,Delhi,14.3,585.8,199.2,74.5,107.5,34.9,2.92,95.6,126.3,5.83,24.52,1.93,327.8,Severe
2016-08-19,Delhi,15.1,311.2,155.8,14.6,124.5,18.2,9.91,69.5,155.4,19.56,23.1,5.82,136.4,Good
2016-08-20,Delhi,112.9,295.1,5.3,76.2,161.9,36.8,2.45,72.9,85.9,10.36,3.58,1.99,477.1,Moderate
2016-08-21,Delhi,350.2,309.1,141.7,12.0,30.1,22.7,9.75,3.5,180.8,2.82,7.13,8.87,468.0,Poor
2016-08-22,Delhi,304.1,591.0,106.6,96.6,101.9,36.8,2.34,11.4,172.9,15.95,3.92,7.19,85.8,Severe
2016-08-23,Delhi,118.5,267.6,36.8,73.1,148.5,32.9,9.66,1.3,171.7,10.32,13.47,9.32,350.8,Satisfactory
2016-08-24,Delhi,336.7,442.9,19.6,37.5,144.5,37.8,5.3,55.3,127.2,17.26,24.61,0.27,192.7,Moderate
2016-08-25,Delhi,243.3,118.4,1.3,27.0,243.4,28.3,9.44,82.9,13.5,12.99,18.17,2.69,188.5,Moderate
2016-08-26,Delhi,222.8,5.5,101.9,134.7,186.8,39.0,5.33,52.0,6.2,14.69,15.52,4.14,298.3,Very Poor
2016-08-27,Delhi,63.1,138.7,165.1,33.1,1.1,27.0,1.79,14.6,189.9,1.31,12.28,3.59,414.6,Poor
2016-08-28,Delhi,217.4,572.1,84.4,82.6,245.7,39.3,8.26,67.2,19.5,14.77,12.59,3.98,256.2,Good
2016-08-29,Delhi,394.4,582.9,149.3,69.7,89.7,0.4,0.57,56.0,159.1,7.13,1.59,0.89,495.1,Moderate
2016-08-30,Delhi,485.5,57.5,100.7,39.2,27.3,7.1,6.56,29.5,158.0,0.82,21.11,9.61,100.1,Very Poor
2016-08-31,Delhi,182.1,270.8,115.4,47.5,51.4,26.7,1.76,48.3,20.0,1.94,27.75,6.88,316.1,Moderate
2016-09-01,Delhi,114.4,506.6,102.4,136.8,147.6,28.7,5.54,52.9,84.6,15.59,1.12,0.87,223.1,Very Poor
2016-09-02,Delhi,30.8,35.0,18.8,139.6,215.1,8.6,6.99,99.8,31.7,18.38,10.25,9.2,197.8,Severe
2016-09-03,Delhi,328.3,160.2,17.3,80.1,34.0,33.1,7.59,5.0,188.5,11.22,14.25,9.73,355.0,Satisfactory
2016-09-04,Delhi,89.0,305.8,99.9,148.2,127.3,0.3,1.76,30.3,124.1,4.44,11.9,3.4,499.7,Poor
2016-09-05,Delhi,356.8,43.4,103.2,148.4,5.9,17.4,4.7,65.2,26.3,1.66,5.58,0.58,74.7,Severe
2016-09-06,Delhi,450.7,525.3,94.1,98.7,44.4,6.2,2.74,95.8,51.9,11.27,27.05,1.95,450.3,Moderate
2016-09-07,Delhi,92.9,445.5,130.5,124.0,16.9,38.7,4.78,27.3,68.2,15.78,18.95,3.65,205.8,Good
2016-09-08,Delhi,331.7,515.6,177.1,44.3,151.5,17.5,9.36,73.6,16.4,11.32,27.83,5.04,70.6,Poor
2016-09-09,Delhi,215.9,371.7,195.4,58.9,237.8,45.2,2.04,68.5,124.0,15.21,26.23,2.74,63.2,Moderate
2016-09-10,Delhi,387.1,136.9,22.5,99.8,2.3,25.0,2.61,84.8,53.9,3.21,21.58,4.75,277.1,Moderate
2016-09-11,Delhi,410.0,294.3,115.3,141.6,164.1,41.6,9.6,70.8,71.6,13.14,6.36,6.49,87.5,Moderate
2016-09-12,Delhi,97.9,174.0,39.4,110.4,210.1,25.2,2.58,47.0,68.5,3.62,19.57,0.92,340.6,Poor
2016-09-13,Delhi,336.0,161.4,169.8,20.8,181.9,20.5,8.91,48.7,146.7,5.51,18.56,7.12,204.1,Satisfactory
2016-09-14,Delhi,266.3,284.5,102.4,123.5,188.7,13.1,7.71,41.2,141.8,18.49,2.01,9.32,85.9,Very Poor
2016-09-15,Delhi,175.4,483.0,184.6,51.6,7.9,36.3,0.12,14.5,0.4,12.5,2.29,5.78,341.5,Poor
2016-09-16,Delhi,316.5,478.1,57.7,36.4,86.9,40.5,1.71,98.9,80.7,18.28,7.9,6.5,216.2,Moderate
2016-09-17,Delhi,244.1,292.7,18.6,31.7,166.3,39.1,5.08,32.8,76.8,1.05,6.89,3.88,161.3,Good
2016-09-18,Delhi,20.3,227.4,114.2,30.5,125.8,46.3,0.48,50.1,170.9,6.15,14.22,5.19,157.1,Poor
2016-09-19,Delhi,135.9,334.6,105.1,113.6,165.7,39.1,5.49,1.4,39.8,16.15,2.32,4.44,467.2,Very Poor
2016-09-20,Delhi,44.7,426.3,53.7,139.2,14.9,49.2,1.35,67.0,108.2,2.47,1.8,4.53,391.6,Poor
2016-09-21,Delhi,272.9,203.8,117.5,78.3,150.2,43.9,7.06,21.5,166.8,16.76,17.52,4.87,195.4,Moderate
2016-09-22,Delhi,394.7,151.0,73.1,137.7,30.4,29.1,8.02,19.6,171.1,4.41,18.98,7.72,47.7,Very Poor
2016-09-23,Delhi,153.9,165.4,78.7,102.2,157.2,43.2,2.35,62.9,18.6,3.3,28.4,4.43,37.6,Satisfactory
2016-09-24,Delhi,198.0,474.8,5.6,85.2,171.6,7.4,2.9,65.1,155.0,13.95,25.78,2.24,22.6,Severe
2016-09-25,Delhi,205.8,182.7,137.9,45.0,13.9,31.0,4.76,12.6,7.5,7.74,15.63,3.62,18.5,Good
2016-09-26,Delhi,445.0,373.7,169.4,41.1,199.8,2.9,8.11,95.1,148.6,18.53,25.28,1.8,70.8,Good
2016-09-27,Delhi,339.6,31.2,49.0,36.3,178.8,9.4,5.14,9.7,103.5,19.65,4.55,8.01,213.9,Moderate
2016-09-28,Delhi,138.9,267.9,191.4,119.5,45.7,41.0,4.94,52.2,169.0,4.6,18.44,0.6,319.6,Moderate
2016-09-29,Delhi,322.2,21.3,5.4,46.3,34.7,29.1,8.34,51.6,154.8,18.36,6.97,5.0,86.8,Satisfactory
2016-09-30,Delhi,285.6,493.7,152.7,32.0,58.6,16.8,5.27,67.9,144.3,16.95,29.05,2.7,342.1,Very Poor
2016-10-01,Delhi,188.0,595.2,121.5,56.5,211.8,11.7,9.04,88.8,167.3,11.88,17.01,9.57,379.4,Severe
2016-10-02,Delhi,270.2,564.9,95.1,32.2,201.6,49.2,5.57,8.7,25.1,16.97,15.72,0.29,438.6,Severe
2016-10-03,Delhi,49.5,299.2,166.0,139.7,248.5,11.6,0.63,39.5,81.7,6.32,13.02,5.89,475.7,Poor
2016-10-04,Delhi,383.2,251.9,65.5,87.0,140.9,7.0,7.5,32.7,5.5,8.19,15.07,4.89,391.1,Very Poor
2016-10-05,Delhi,185.2,7.8,104.9,142.6,111.1,46.8,5.07,25.5,194.6,16.21,7.77,9.73,130.9,Severe
2016-10-06,Delhi,322.2,240.7,4.2,143.1,245.2,28.6,1.24,46.2,105.7,17.26,25.95,9.47,172.8,Poor
2016-10-07,Delhi,320.4,466.4,87.3,25.8,157.2,38.4,5.93,68.1,16.3,2.79,25.74,7.68,458.8,Severe
2016-10-08,Delhi,269.2,313.6,97.5,100.6,193.2,12.7,7.6,14.8,60.3,2.13,4.63,0.79,168.7,Satisfactory
2016-10-09,Delhi,217.1,242.5,91.7,75.5,219.3,39.6,6.05,12.0,105.0,2.23,12.68,0.13,381.2,Poor
2016-10-10,Delhi,369.7,52.5,183.0,130.7,153.2,40.2,4.73,14.8,149.9,7.79,24.1,0.91,181.0,Poor
2016-10-11,Delhi,65.7,127.1,94.4,32.9,89.9,24.9,0.6,12.7,46.4,19.77,17.3,4.58,38.7,Moderate
2016-10-12,Delhi,159.6,44.3,29.6,14.0,96.3,13.1,3.86,37.1,85.9,7.45,22.62,0.84,215.4,Poor
2016-10-13,Delhi,124.0,366.5,149.2,60.9,134.0,27.9,3.75,58.4,39.8,9.31,11.49,5.95,15.6,Severe
2016-10-14,Delhi,209.5,573.8,83.4,100.9,200.7,37.8,0.64,73.8,83.0,2.56,8.56,6.65,230.2,Very Poor
2016-10-15,Delhi,97.2,296.6,54.4,35.3,93.3,43.6,5.49,61.3,59.3,11.36,12.06,8.27,208.4,Good
2016-10-16,Delhi,44.1,518.3,33.6,46.5,19.3,39.2,6.23,40.2,172.6,14.16,23.67,9.11,358.3,Moderate
2016-10-17,Delhi,442.0,233.7,25.9,25.7,166.9,38.0,3.34,73.3,15.6,16.22,4.93,8.7,326.9,Severe
2016-10-18,Delhi,3.4,183.1,129.5,76.4,89.9,33.9,0.78,42.9,138.7,4.91,1.48,1.38,180.8,Moderate
2016-10-19,Delhi,250.4,508.4,159.5,17.9,65.6,16.8,4.73,77.2,43.5,18.74,9.38,5.26,209.3,Satisfactory
2016-10-20,Delhi,363.9,493.6,70.9,97.8,129.1,8.4,8.45,54.6,38.9,11.28,10.57,0.28,45.7,Severe
2016-10-21,Delhi,136.7,193.6,77.1,85.2,114.9,6.5,1.19,45.8,149.9,13.58,10.07,6.45,276.9,Moderate
2016-10-22,Delhi,256.6,598.3,59.7,88.1,56.9,50.0,7.85,80.5,109.3,8.64,19.39,9.02,294.8,Satisfactory
2016-10-23,Delhi,34.4,288.3,68.0,54.4,110.7,48.9,6.99,71.7,185.5,7.66,10.43,1.75,394.2,Good
2016-10-24,Delhi,304.6,388.5,133.7,5.4,209.5,23.6,5.97,65.5,190.1,12.58,0.35,4.55,465.6,Good
2016-10-25,Delhi,254.1,119.2,17.8,37.5,249.3,4.2,1.35,76.3,36.2,8.8,22.81,3.2,485.0,Poor
2016-10-26,Delhi,122.1,592.5,103.3,142.3,39.7,34.8,2.8,11.7,175.1,5.65,18.17,5.98,321.0,Severe
2016-10-27,Delhi,480.7,483.6,196.8,119.8,177.3,32.2,7.13,39.8,72.5,3.44,6.9,7.83,292.0,Satisfactory
2016-10-28,Delhi,261.7,179.7,189.9,96.2,56.7,31.7,8.57,88.8,61.3,16.03,29.49,7.27,350.2,Poor
2016-10-29,Delhi,320.4,458.8,92.0,96.2,53.2,46.3,4.09,33.1,20.4,9.52,17.14,3.39,124.6,Good
2016-10-30,Delhi,461.0,456.6,66.3,125.5,76.7,38.8,1.57,34.5,82.8,9.67,13.2,0.56,40.1,Good
2016-10-31,Delhi,444.5,572.3,88.9,91.5,233.2,34.3,8.84,23.2,49.7,0.07,28.58,5.14,218.0,Severe
2016-11-01,Delhi,242.1,189.9,100.4,58.0,112.8,20.1,8.08,86.4,35.5,12.87,23.72,0.51,2.5,Severe
2016-11-02,Delhi,60.3,149.5,109.8,142.2,166.6,32.5,5.84,57.7,188.6,8.12,20.98,1.33,475.5,Very Poor
2016-11-03,Delhi,182.4,166.2,22.0,42.0,3.5,44.5,5.38,88.5,101.1,2.26,24.8,3.14,110.6,Very Poor
2016-11-04,Delhi,13.2,441.2,75.6,99.8,160.9,16.5,7.45,41.7,181.4,12.23,1.21,1.78,463.6,Severe
2016-11-05,Delhi,125.5,289.7,23.3,77.6,216.8,4.7,7.49,23.0,118.8,11.62,11.77,7.41,473.5,Severe
2016-11-06,Delhi,87.6,350.9,52.9,28.7,187.4,5.8,5.8,15.2,104.7,2.27,9.62,3.03,373.7,Good
2016-11-07,Delhi,360.4,271.6,73.5,12.1,170.9,6.1,1.89,30.1,26.7,4.73,1.64,0.27,320.6,Satisfactory
2016-11-08,Delhi,191.2,103.9,195.0,17.2,135.7,22.7,4.45,95.1,59.0,11.38,27.17,8.8,356.9,Moderate
2016-11-09,Delhi,184.0,489.0,170.7,20.9,84.1,30.4,3.31,94.3,7.6,5.57,5.41,0.56,167.8,Very Poor
2016-11-10,Delhi,289.4,7.7,108.1,92.4,38.1,22.4,0.47,32.3,121.1,1.78,1.02,2.09,286.2,Satisfactory
2016-11-11,Delhi,413.8,490.5,4.4,147.8,11.6,0.5,7.02,25.8,95.2,16.72,25.8,8.8,438.3,Severe
2016-11-12,Delhi,368.6,83.6,182.3,56.1,226.9,35.7,9.84,69.4,6.1,13.68,23.47,2.1,264.8,Satisfactory
2016-11-13,Delhi,37.6,16.8,58.0,100.8,200.7,33.8,2.1,97.3,139.2,4.52,18.62,3.92,85.7,Good
2016-11-14,Delhi,292.7,478.5,10.8,103.8,149.2,1.7,4.41,72.0,40.5,4.65,13.28,0.95,327.9,Satisfactory
2016-11-15,Delhi,95.3,191.1,58.2,135.5,1.0,34.8,1.51,3.0,59.2,3.25,6.29,7.38,295.3,Good
2016-11-16,Delhi,452.4,236.2,17.3,27.0,64.2,34.6,6.71,75.1,44.4,6.36,6.53,1.82,202.5,Severe
2016-11-17,Delhi,353.8,441.6,151.5,125.3,7.1,48.3,8.81,83.1,61.2,14.44,15.07,8.89,164.1,Good
2016-11-18,Delhi,222.6,9.1,55.8,26.5,246.7,32.2,3.82,72.6,123.1,0.83,25.26,9.04,335.2,Severe
2016-11-19,Delhi,394.3,223.0,36.8,145.8,37.1,26.3,7.97,6.9,58.0,12.67,18.05,3.52,444.4,Moderate
2016-11-20,Delhi,233.1,550.8,29.6,34.9,219.5,9.5,2.01,5.4,150.8,0.83,3.65,9.7,278.1,Severe
2016-11-21,Delhi,1.0,252.7,87.8,16.6,222.2,49.1,2.34,10.7,36.8,8.16,0.6,2.68,396.8,Poor
2016-11-22,Delhi,186.7,522.4,24.3,14.3,120.7,20.0,0.17,31.5,178.0,5.65,29.01,1.13,91.8,Poor
2016-11-23,Delhi,174.6,139.0,144.8,83.5,154.7,28.9,8.54,64.6,160.5,16.62,21.28,5.52,1.9,Moderate
2016-11-24,Delhi,431.5,597.2,112.7,29.5,93.0,47.5,2.82,47.3,106.7,10.47,2.01,6.3,271.7,Severe
2016-11-25,Delhi,491.7,242.3,166.0,29.7,97.0,16.0,3.93,84.1,138.3,0.4,1.76,1.86,416.1,Satisfactory
2016-11-26,Delhi,123.7,284.6,38.6,84.6,63.6,30.3,8.41,67.1,182.9,3.61,4.43,2.72,334.8,Satisfactory
2016-11-27,Delhi,184.5,573.8,147.0,34.4,191.9,1.1,5.43,56.6,175.6,0.41,24.56,4.56,422.9,Severe
2016-11-28,Delhi,257.4,82.0,151.2,133.0,176.5,28.5,9.79,87.6,128.1,11.73,28.76,9.37,61.7,Moderate
2016-11-29,Delhi,481.8,227.4,98.6,9.5,16.7,1.2,8.96,39.8,10.2,9.27,8.0,9.41,50.8,Satisfactory
2016-11-30,Delhi,384.5,202.1,134.4,114.5,185.3,41.4,8.39,2.4,175.4,5.26,28.18,8.01,422.7,Moderate
2016-12-01,Delhi,465.8,13.6,112.5,144.4,244.5,10.0,0.26,54.8,159.4,15.64,11.3,8.06,295.8,Poor
2016-12-02,Delhi,141.8,528.2,196.8,78.8,31.5,22.1,3.18,37.4,138.3,13.07,20.37,0.64,285.3,Good
2016-12-03,Delhi,350.4,423.9,134.4,97.7,178.8,13.2,0.54,82.7,173.7,14.42,15.49,7.76,230.7,Very Poor
2016-12-04,Delhi,439.6,35.7,55.3,134.7,163.2,20.6,4.66,69.8,158.6,13.36,9.34,4.93,337.0,Moderate
2016-12-05,Delhi,34.5,508.3,65.8,93.3,6.9,22.2,5.25,83.0,23.4,4.89,28.56,0.3,491.5,Very Poor
2016-12-06,Delhi,41.9,397.8,9.4,148.9,117.1,24.7,7.15,98.8,85.5,19.04,27.52,4.21,246.3,Satisfactory
2016-12-07,Delhi,142.0,220.0,23.0,23.5,20.2,3.4,3.83,34.7,94.1,12.47,3.65,8.09,160.8,Poor
2016-12-08,Delhi,470.1,307.5,133.9,89.9,141.1,2.6,6.59,9.1,59.1,14.04,18.66,0.18,130.1,Poor
2016-12-09,Delhi,241.9,361.2,182.7,133.2,190.2,6.2,9.7,29.9,185.1,2.35,6.46,4.14,74.1,Satisfactory
2016-12-10,Delhi,269.5,12.2,31.3,97.0,219.5,32.8,0.98,56.6,141.3,0.36,12.87,0.23,27.3,Good
2016-12-11,Delhi,119.0,52.3,73.5,56.6,203.8,42.6,4.97,94.7,126.9,10.71,23.07,4.73,365.9,Very Poor
2016-12-12,Delhi,395.5,188.3,172.2,21.9,34.2,46.3,3.93,29.4,74.2,1.23,6.9,9.51,393.1,Moderate
2016-12-13,Delhi,364.1,180.9,146.3,6.9,58.6,47.1,1.18,82.1,142.5,6.33,18.52,3.19,97.1,Very Poor
2016-12-14,Delhi,293.7,574.7,78.5,10.5,22.1,12.3,0.42,97.5,19.9,2.55,9.08,5.16,126.9,Satisfactory
2016-12-15,Delhi,499.0,370.0,79.4,69.1,248.2,38.1,6.16,77.0,191.8,12.59,25.98,9.9,392.8,Good
2016-12-16,Delhi,335.3,27.4,146.3,19.5,164.9,2.9,9.38,1.8,142.4,0.15,25.28,2.43,434.5,Moderate
2016-12-17,Delhi,372.8,33.1,73.2,99.8,96.5,22.3,4.22,37.3,112.0,4.62,0.41,7.71,201.0,Very Poor
2016-12-18,Delhi,451.1,366.8,157.3,32.9,95.9,11.3,9.37,18.7,2.7,18.71,18.15,0.33,182.5,Very Poor
2016-12-19,Delhi,205.0,121.5,97.0,30.2,50.8,5.8,0.85,42.5,31.7,16.89,17.18,7.83,399.7,Very Poor
2016-12-20,Delhi,244.8,448.9,143.7,107.7,92.1,11.1,3.38,32.0,132.5,6.24,20.53,0.25,399.6,Poor
2016-12-21,Delhi,434.0,85.8,33.2,135.0,24.2,33.7,3.05,57.8,79.3,16.16,8.85,8.74,363.6,Satisfactory
2016-12-22,Delhi,44.0,112.9,20.2,4.5,137.8,44.3,9.79,65.8,193.6,6.41,24.76,9.65,292.7,Moderate
2016-12-23,Delhi,394.4,237.5,162.2,106.7,195.1,18.0,4.44,50.3,28.2,12.03,2.77,2.02,22.1,Poor
2016-12-24,Delhi,263.9,474.8,91.1,119.7,55.0,11.0,0.83,27.7,137.1,7.4,16.67,9.32,470.4,Severe
2016-12-25,Delhi,412.3,358.9,194.6,69.1,26.3,29.5,2.9,23.2,185.6,12.47,4.15,9.5,246.0,Moderate
2016-12-26,Delhi,107.7,13.9,164.3,61.4,190.6,5.0,8.91,93.1,3.6,16.8,11.72,4.03,450.1,Good
2016-12-27,Delhi,493.9,552.6,21.0,89.3,129.1,32.9,3.33,81.7,2.8,1.28,19.57,7.46,409.4,Moderate
2016-12-28,Delhi,264.9,565.0,166.2,124.4,130.1,15.1,6.14,43.9,177.8,17.12,14.4,7.15,405.9,Very Poor
2016-12-29,Delhi,18.9,383.2,194.6,86.6,49.7,15.3,5.85,97.2,56.3,11.79,23.19,3.32,210.9,Poor
2016-12-30,Delhi,406.9,378.9,171.6,4.3,170.8,22.7,4.92,18.2,12.4,16.82,14.04,4.66,33.9,Severe
