Date,city,pm2_5,pm10,no,no2,nox,nh3,co,so2,o3,benzene,toluene,xylene,aqi,aqi_bucket,hour,day,month,weekday,year,season_spring,season_summer,season_winter,pm2_5_roll_mean_7,pm2_5_roll_std_7,pm10_roll_mean_7,pm10_roll_std_7,no2_roll_mean_7,no2_roll_std_7,so2_roll_mean_7,so2_roll_std_7,co_roll_mean_7,co_roll_std_7,o3_roll_mean_7,o3_roll_std_7,pm2_5_lag1,pm2_5_lag2,pm2_5_lag3,pm10_lag1,pm10_lag2,pm10_lag3,no2_lag1,no2_lag2,no2_lag3,so2_lag1,so2_lag2,so2_lag3,co_lag1,co_lag2,co_lag3,o3_lag1,o3_lag2,o3_lag3,aqi_bucket_encoded
2017-07-01,Delhi,330.8,122.1,186.3,129.4,66.5,2.8,7.11,2.8,1.8,13.03,9.79,1.72,340.3,Very Poor,0,1,7,5,2017,False,True,False,290.78571428571433,168.6924660298679,345.54285714285714,169.77343586029417,96.4857142857143,41.770461196537276,48.7,35.9513096655277,3.8785714285714286,3.362297967023095,116.18571428571428,72.09728216263129,492.6,162.1,96.9,208.6,245.6,312.8,44.3,106.7,32.0,92.5,20.7,93.8,7.29,7.87,0.67,179.9,162.1,148.8,4
2017-07-02,Delhi,469.7,169.4,109.0,113.7,210.4,16.4,9.73,48.9,97.2,19.86,16.98,4.02,96.8,Good,0,2,7,6,2017,False,True,False,343.2714285714286,157.0260563758526,291.4428571428572,154.0818814477418,93.04285714285716,38.67625702085009,46.07142857142857,35.0254533297198,5.1899999999999995,3.6274692739337344,120.58571428571429,69.44353650200094,330.8,492.6,162.1,122.1,208.6,245.6,129.4,44.3,106.7,2.8,92.5,20.7,7.11,7.29,7.87,1.8,179.9,162.1,0
2017-07-03,Delhi,269.6,390.3,32.1,20.2,52.5,29.4,8.25,73.1,91.9,17.57,13.62,0.05,165.8,Very Poor,0,3,7,0,2017,False,True,False,326.0571428571429,157.64059182354094,267.0,111.9233815309967,78.51428571428573,44.667117979240956,51.84285714285714,35.77540389442896,6.13,3.4092814492206402,106.42857142857143,62.44484804704893,469.7,330.8,492.6,169.4,122.1,208.6,113.7,129.4,44.3,48.9,2.8,92.5,9.73,7.11,7.29,97.2,1.8,179.9,4
2017-07-04,Delhi,454.7,186.9,16.6,128.6,215.4,20.0,9.05,44.0,122.3,12.44,26.56,8.9,37.2,Satisfactory,0,4,7,1,2017,False,True,False,325.2,156.8005527201144,233.67142857142858,91.58900433068025,82.12857142857145,47.91261887664928,53.68571428571429,34.84907595960178,7.13857142857143,3.0001523770825806,114.85714285714286,59.56886371091446,269.6,469.7,330.8,390.3,169.4,122.1,20.2,113.7,129.4,73.1,48.9,2.8,8.25,9.73,7.11,91.9,97.2,1.8,1
2017-07-05,Delhi,422.1,523.2,47.8,104.9,129.5,24.5,8.95,19.4,198.8,17.37,19.47,5.45,163.7,Very Poor,0,5,7,2,2017,False,True,False,371.65714285714284,122.25610901086392,263.7285714285714,142.34507033128602,92.54285714285716,42.85669364843943,43.05714285714286,31.78662492007484,8.321428571428571,0.970419644130436,122.0,66.8678298336849,454.7,269.6,469.7,186.9,390.3,169.4,128.6,20.2,113.7,44.0,73.1,48.9,9.05,8.25,9.73,122.3,91.9,97.2,4
2017-07-06,Delhi,301.5,5.5,59.9,26.6,182.1,27.0,5.13,25.5,166.3,14.83,18.2,8.76,463.1,Satisfactory,0,6,7,3,2017,False,True,False,391.57142857142856,89.35986635109617,229.42857142857142,173.05617309884875,81.10000000000002,48.736775984192214,43.74285714285714,31.271544953991683,7.93,1.557733396102586,122.60000000000001,67.30502705345745,422.1,454.7,269.6,523.2,186.9,390.3,104.9,128.6,20.2,19.4,44.0,73.1,8.95,9.05,8.25,198.8,122.3,91.9,1
2017-07-07,Delhi,190.5,288.0,21.7,80.4,69.9,39.0,6.95,3.3,55.6,3.9,17.3,4.07,88.6,Very Poor,0,7,7,4,2017,False,True,False,348.4142857142857,104.16036399980308,240.77142857142857,174.06262966995163,86.25714285714287,46.0284642781999,31.0,25.784879290002472,7.881428571428572,1.5860583067406182,104.84285714285714,66.05338389370758,301.5,422.1,454.7,5.5,523.2,186.9,26.6,104.9,128.6,25.5,19.4,44.0,5.13,8.95,9.05,166.3,198.8,122.3,4
2017-07-08,Delhi,392.2,394.6,39.4,25.3,123.6,44.4,8.18,97.7,75.6,0.89,13.66,3.06,376.8,Moderate,0,8,7,5,2017,False,True,False,357.1857142857143,105.01162520679068,279.7,173.56990906644242,71.38571428571429,46.57980351223156,44.55714285714286,32.54800849733907,8.034285714285714,1.5504822598453682,115.38571428571429,51.051523926696575,190.5,301.5,422.1,288.0,5.5,523.2,80.4,26.6,104.9,3.3,25.5,19.4,6.95,5.13,8.95,55.6,166.3,198.8,2
2017-07-09,Delhi,403.5,147.0,186.3,57.0,98.9,30.9,3.19,62.3,94.7,4.17,13.96,1.93,369.4,Severe,0,9,7,6,2017,False,True,False,347.72857142857146,95.7637146711587,276.5,176.12997094948497,63.28571428571429,42.769242397289446,46.471428571428575,33.23285093025243,7.1000000000000005,2.194895593568551,115.02857142857144,51.208453543196285,392.2,190.5,301.5,394.6,288.0,5.5,25.3,80.4,26.6,97.7,3.3,25.5,8.18,6.95,5.13,75.6,55.6,166.3,5
2017-07-10,Delhi,65.1,341.6,140.3,98.1,244.7,0.3,2.17,79.9,73.3,17.63,23.66,8.14,16.8,Satisfactory,0,10,7,0,2017,False,True,False,318.5142857142857,143.0761152740205,269.54285714285714,171.79413898755664,74.41428571428573,39.71563204295548,47.44285714285714,34.22551957934591,6.231428571428572,2.787079885061473,112.37142857142858,53.05775828552968,403.5,392.2,190.5,147.0,394.6,288.0,57.0,25.3,80.4,62.3,97.7,3.3,3.19,8.18,6.95,94.7,75.6,55.6,1
2017-07-11,Delhi,213.2,440.0,66.1,46.2,143.9,12.9,9.22,30.4,123.0,8.3,19.28,2.78,41.3,Very Poor,0,11,7,1,2017,False,True,False,284.0142857142857,133.5648709874898,305.7,178.02330371798655,62.64285714285715,32.54222165858066,45.5,34.83413077237131,6.255714285714285,2.8163206324497025,112.47142857142856,53.08024473335028,65.1,403.5,392.2,341.6,147.0,394.6,98.1,57.0,25.3,79.9,62.3,97.7,2.17,3.19,8.18,73.3,94.7,75.6,4
2017-07-12,Delhi,339.1,362.3,95.2,96.2,86.2,34.8,8.75,31.3,46.6,0.88,29.17,4.0,269.3,Poor,0,12,7,2,2017,False,True,False,272.15714285714284,122.48814714279999,282.7142857142857,154.0306725793206,61.4,30.77764340123102,47.2,33.617207895163844,6.227142857142858,2.78527505694808,90.72857142857143,41.79759619426744,213.2,65.1,403.5,440.0,341.6,147.0,46.2,98.1,57.0,30.4,79.9,62.3,9.22,2.17,3.19,123.0,73.3,94.7,3
2017-07-13,Delhi,461.7,418.1,128.1,99.0,25.9,49.4,5.63,76.7,31.2,9.06,10.62,2.81,57.8,Poor,0,13,7,3,2017,False,True,False,295.04285714285714,142.2552149851675,341.65714285714284,99.59450883696394,71.74285714285715,29.26168468280995,54.51428571428572,33.678797908646146,6.298571428571428,2.7587341817787143,71.42857142857143,30.842109433138962,339.1,213.2,65.1,362.3,440.0,341.6,96.2,46.2,98.1,31.3,30.4,79.9,8.75,9.22,2.17,46.6,123.0,73.3,3
2017-07-14,Delhi,241.4,238.2,23.9,59.7,237.0,4.1,3.56,99.1,107.4,17.35,14.49,9.12,459.8,Severe,0,14,7,4,2017,False,True,False,302.3142857142857,137.23307944966524,334.54285714285714,105.66014475892068,68.7857142857143,29.286938418086084,68.2,28.458917758762365,5.814285714285715,2.9182577972873753,78.82857142857142,32.576817641062604,461.7,339.1,213.2,418.1,362.3,440.0,99.0,96.2,46.2,76.7,31.3,30.4,5.63,8.75,9.22,31.2,46.6,123.0,5
2017-07-15,Delhi,231.1,474.9,47.4,36.5,192.3,2.9,5.81,84.2,57.7,17.78,26.68,2.96,51.5,Good,0,15,7,5,2017,False,True,False,279.3,133.09266195649818,346.0142857142857,117.01603064781908,70.38571428571429,26.707641139533447,66.27142857142857,26.517837662330503,5.475714285714285,2.7294190904711884,76.27142857142857,33.56018048648898,241.4,461.7,339.1,238.2,418.1,362.3,59.7,99.0,96.2,99.1,76.7,31.3,3.56,5.63,8.75,107.4,31.2,46.6,0
2017-07-16,Delhi,226.7,348.7,169.8,108.8,208.5,11.5,9.77,83.3,40.9,7.52,12.8,4.33,167.7,Very Poor,0,16,7,6,2017,False,True,False,254.04285714285714,121.89995702956402,374.8285714285715,78.257261948135,77.7857142857143,29.419235689790305,69.27142857142857,27.173437660438076,6.4157142857142855,2.936255308738534,68.58571428571429,34.77486777216321,231.1,241.4,461.7,474.9,238.2,418.1,36.5,59.7,99.0,84.2,99.1,76.7,5.81,3.56,5.63,57.7,107.4,31.2,4
2017-07-17,Delhi,113.5,249.9,114.1,59.7,21.8,44.6,9.55,97.0,191.7,13.4,3.07,4.19,97.5,Very Poor,0,17,7,0,2017,False,True,False,260.95714285714286,110.20876942032739,361.7285714285714,91.32992781276933,72.3,28.567814057081858,71.71428571428571,28.99571396898908,7.47,2.4408536758000547,85.5,58.292366567158645,226.7,231.1,241.4,348.7,474.9,238.2,108.8,36.5,59.7,83.3,84.2,99.1,9.77,5.81,3.56,40.9,57.7,107.4,4
2017-07-18,Delhi,272.9,411.0,114.9,28.2,45.3,10.5,2.98,25.0,92.4,10.4,12.18,1.78,90.6,Satisfactory,0,18,7,1,2017,False,True,False,269.4857142857143,108.1885457364663,357.58571428571435,87.77627676032229,69.72857142857144,31.921868903397847,70.94285714285715,30.319677721619286,6.578571428571428,2.807183811648417,81.12857142857142,56.118318883281894,113.5,226.7,231.1,249.9,348.7,474.9,59.7,108.8,36.5,97.0,83.3,84.2,9.55,9.77,5.81,191.7,40.9,57.7,1
2017-07-19,Delhi,418.9,217.5,123.8,111.9,215.9,15.6,5.07,92.5,128.1,14.21,8.92,6.37,133.9,Moderate,0,19,7,2,2017,False,True,False,280.8857142857143,120.2756061243154,336.90000000000003,102.33485883770604,71.97142857142858,34.53624734901557,79.68571428571428,25.409278395330876,6.0528571428571425,2.67418968590309,92.77142857142857,56.215054753618915,272.9,113.5,226.7,411.0,249.9,348.7,28.2,59.7,108.8,25.0,97.0,83.3,2.98,9.55,9.77,92.4,191.7,40.9,2
2017-07-20,Delhi,272.7,523.0,10.3,125.3,202.6,48.5,9.07,95.9,124.2,1.93,28.33,6.32,139.9,Good,0,20,7,3,2017,False,True,False,253.8857142857143,90.43186069395819,351.88571428571424,121.99884464714415,75.72857142857144,39.09623657445455,82.42857142857143,26.06119172804103,6.5442857142857145,2.890835272274876,106.05714285714286,49.86972552370332,418.9,272.9,113.5,217.5,411.0,249.9,111.9,28.2,59.7,92.5,25.0,97.0,5.07,2.98,9.55,128.1,92.4,191.7,0
2017-07-21,Delhi,22.2,197.5,50.2,12.8,212.3,22.3,1.81,34.5,118.8,19.51,0.24,5.48,338.1,Very Poor,0,21,7,4,2017,False,True,False,222.57142857142858,126.31034154396234,346.07142857142856,129.08406452496615,69.02857142857144,45.75287656842703,73.2,30.27143868401368,6.2942857142857145,3.2458068187681612,107.68571428571428,50.10646759888465,272.7,418.9,272.9,523.0,217.5,411.0,125.3,111.9,28.2,95.9,92.5,25.0,9.07,5.07,2.98,124.2,128.1,92.4,4
2017-07-22,Delhi,102.4,587.7,149.0,64.8,139.1,30.9,2.89,59.9,21.6,1.25,7.06,2.76,308.8,Moderate,0,22,7,5,2017,False,True,False,204.18571428571428,133.99503011394913,362.1857142857143,152.72308741173146,73.07142857142857,43.59914809128406,69.72857142857143,30.192974584921476,5.877142857142857,3.4963824842528983,102.52857142857144,57.43105182987423,22.2,272.7,418.9,197.5,523.0,217.5,12.8,125.3,111.9,34.5,95.9,92.5,1.81,9.07,5.07,118.8,124.2,128.1,2
2017-07-23,Delhi,409.3,329.5,40.4,139.7,89.3,6.8,7.15,92.2,198.6,2.2,18.62,4.36,75.8,Good,0,23,7,6,2017,False,True,False,230.27142857142857,155.2040239414529,359.4428571428571,153.17739016298324,77.4857142857143,49.04377053787189,71.0,31.035356181834505,5.502857142857144,3.131382624793262,125.05714285714286,60.09553109127856,102.4,22.2,272.7,587.7,197.5,523.0,64.8,12.8,125.3,59.9,34.5,95.9,2.89,1.81,9.07,21.6,118.8,124.2,0
2017-07-24,Delhi,200.0,474.9,45.4,50.7,35.3,21.5,0.4,71.9,30.0,12.41,2.45,4.7,178.6,Moderate,0,24,7,0,2017,False,True,False,242.62857142857143,147.61528505189568,391.58571428571435,149.93245622136465,76.2,49.701307829875084,67.41428571428571,28.907809127836522,4.195714285714286,3.0695485940816414,101.95714285714287,61.27554860744082,409.3,102.4,22.2,329.5,587.7,197.5,139.7,64.8,12.8,92.2,59.9,34.5,7.15,2.89,1.81,198.6,21.6,118.8,2
2017-07-25,Delhi,462.7,498.3,80.6,2.7,204.8,49.5,1.7,82.9,26.2,0.28,1.46,5.79,197.3,Satisfactory,0,25,7,1,2017,False,True,False,269.74285714285713,169.85798830339485,404.0571428571429,155.34945399692552,72.55714285714286,54.507915545752255,75.68571428571428,22.27064050653749,4.012857142857143,3.1898104138319083,92.5,67.76171485433343,200.0,409.3,102.4,474.9,329.5,587.7,50.7,139.7,64.8,71.9,92.2,59.9,0.4,7.15,2.89,30.0,198.6,21.6,1
2017-07-26,Delhi,476.4,316.1,125.0,22.8,206.6,44.3,9.6,50.8,47.5,2.71,4.88,4.62,4.7,Severe,0,26,7,2,2017,False,True,False,277.95714285714286,179.3959387977969,418.14285714285717,139.2508271327065,59.828571428571436,54.19174950382872,69.72857142857143,22.59813519487204,4.660000000000001,3.8344143403306505,80.98571428571428,67.5518178529497,462.7,200.0,409.3,498.3,474.9,329.5,2.7,50.7,139.7,82.9,71.9,92.2,1.7,0.4,7.15,26.2,30.0,198.6,5
2017-07-27,Delhi,291.4,264.8,132.2,118.5,54.2,43.5,7.43,24.0,194.4,10.19,8.55,8.65,272.9,Severe,0,27,7,3,2017,False,True,False,280.62857142857143,179.44383257058203,381.2571428571428,141.03183868832423,58.85714285714287,52.86728216779759,59.45714285714286,24.938915850724626,4.425714285714286,3.56035979990252,91.01428571428572,79.23678498802238,476.4,462.7,200.0,316.1,498.3,474.9,22.8,2.7,50.7,50.8,82.9,71.9,9.6,1.7,0.4,47.5,26.2,30.0,5
2017-07-28,Delhi,138.0,40.7,176.2,38.7,19.3,25.6,6.97,47.8,141.9,16.7,26.18,3.08,0.8,Satisfactory,0,28,7,4,2017,False,True,False,297.1714285714285,155.37184123134756,358.85714285714295,181.67738675229452,62.557142857142864,49.931481623749775,61.357142857142854,23.164114282143203,5.162857142857143,3.461327848700621,94.3142857142857,81.04719671424846,291.4,476.4,462.7,264.8,316.1,498.3,118.5,22.8,2.7,24.0,50.8,82.9,7.43,9.6,1.7,194.4,47.5,26.2,1
2017-07-29,Delhi,108.1,462.3,18.1,36.3,29.4,31.0,2.96,11.4,91.9,5.86,11.42,3.36,352.4,Poor,0,29,7,5,2017,False,True,False,297.9857142857143,154.19139003817557,340.9428571428571,160.2731819648651,58.48571428571429,50.87122397359271,54.42857142857143,29.93608270330385,5.172857142857143,3.453759855991313,104.35714285714286,74.63727525267011,138.0,291.4,476.4,40.7,264.8,316.1,38.7,118.5,22.8,47.8,24.0,50.8,6.97,7.43,9.6,141.9,194.4,47.5,3
2017-07-30,Delhi,246.2,102.9,176.4,107.8,218.6,3.9,6.6,87.8,39.7,14.7,0.36,7.08,412.7,Very Poor,0,30,7,6,2017,False,True,False,274.68571428571425,146.70865037630918,308.57142857142856,184.0846971214217,53.92857142857143,43.23974692670761,53.800000000000004,29.04370270242186,5.094285714285713,3.407226913208927,81.65714285714286,64.69948111957973,108.1,138.0,291.4,462.3,40.7,264.8,36.3,38.7,118.5,11.4,47.8,24.0,2.96,6.97,7.43,91.9,141.9,194.4,4
2017-07-31,Delhi,404.7,523.1,191.3,81.3,103.3,29.6,4.73,76.0,34.6,10.82,2.11,6.27,286.8,Severe,0,31,7,0,2017,False,True,False,303.92857142857144,149.71100732506525,315.45714285714286,192.0713743823965,58.300000000000004,44.390426895897335,54.38571428571429,29.507198476045843,5.7128571428571435,2.740837550127782,82.31428571428572,64.10801896204633,246.2,108.1,138.0,102.9,462.3,40.7,107.8,36.3,38.7,87.8,11.4,47.8,6.6,2.96,6.97,39.7,91.9,141.9,5
2017-08-01,Delhi,374.7,322.9,44.1,108.7,64.7,31.7,9.75,83.3,130.3,18.6,12.11,1.87,299.2,Moderate,0,1,8,1,2017,False,True,False,291.35714285714283,137.34036620919656,290.4,174.9177616290957,73.44285714285715,40.138753391324045,54.44285714285714,29.571938113852532,6.862857142857143,2.4498688011518315,97.18571428571428,60.91623835430158,404.7,246.2,108.1,523.1,102.9,462.3,81.3,107.8,36.3,76.0,87.8,11.4,4.73,6.6,2.96,34.6,39.7,91.9,2
2017-08-02,Delhi,353.8,105.6,2.4,108.1,12.9,46.8,3.4,76.5,0.7,5.75,17.11,0.66,220.1,Poor,0,2,8,2,2017,False,True,False,273.8428571428571,115.96354106848793,260.3285714285714,187.4112475661092,85.62857142857145,34.793903406857304,58.11428571428571,30.62104007440138,5.977142857142857,2.4158898587319317,90.5,69.27320309229722,374.7,404.7,246.2,322.9,523.1,102.9,108.7,81.3,107.8,83.3,76.0,87.8,9.75,4.73,6.6,130.3,34.6,39.7,3
2017-08-03,Delhi,288.6,198.4,29.8,26.8,205.4,45.8,1.01,19.3,54.1,18.31,24.73,9.78,122.9,Very Poor,0,3,8,3,2017,False,True,False,273.4428571428571,115.89769708875247,250.84285714285716,188.82229615119414,72.52857142857144,37.511541081188845,57.442857142857136,31.531722499881354,5.06,2.9352115199192483,70.45714285714287,52.45696195113534,353.8,374.7,404.7,105.6,322.9,523.1,108.1,108.7,81.3,76.5,83.3,76.0,3.4,9.75,4.73,0.7,130.3,34.6,4
2017-08-04,Delhi,61.4,531.1,149.7,93.9,139.0,41.3,4.71,52.7,139.9,2.52,6.39,4.51,468.5,Satisfactory,0,4,8,4,2017,False,True,False,262.5,133.14956502620166,320.90000000000003,188.83466313153386,80.41428571428573,34.92794624038796,58.142857142857146,31.335754719003084,4.737142857142857,2.811806739955139,70.17142857142858,52.006496846891345,288.6,353.8,374.7,198.4,105.6,322.9,26.8,108.1,108.7,19.3,76.5,83.3,1.01,3.4,9.75,54.1,0.7,130.3,1
2017-08-05,Delhi,90.7,434.7,40.5,111.0,19.7,2.7,0.75,67.7,66.0,18.58,17.08,2.85,176.5,Very Poor,0,5,8,5,2017,False,True,False,260.0142857142857,136.62934565911573,316.95714285714286,185.65148223793614,91.0857142857143,30.309593012302717,66.18571428571428,23.612174019025904,4.421428571428572,3.148515145119621,66.47142857142858,51.11668723896064,61.4,288.6,353.8,531.1,198.4,105.6,93.9,26.8,108.1,52.7,19.3,76.5,4.71,1.01,3.4,139.9,54.1,0.7,4
2017-08-06,Delhi,64.7,135.9,128.7,16.0,10.1,33.5,6.96,54.7,6.1,7.05,4.1,1.99,220.8,Severe,0,6,8,6,2017,False,True,False,234.08571428571432,155.59363128109754,321.6714285714285,179.63133277433977,77.97142857142858,40.13858136862485,61.457142857142856,21.807633001838077,4.472857142857143,3.1926619733680677,61.67142857142858,55.44398717882512,90.7,61.4,288.6,434.7,531.1,198.4,111.0,93.9,26.8,67.7,52.7,19.3,0.75,4.71,1.01,66.0,139.9,54.1,5
2017-08-07,Delhi,370.1,116.1,69.2,52.4,114.2,41.8,5.22,43.8,197.2,1.06,19.54,9.8,174.8,Moderate,0,7,8,0,2017,False,True,False,229.14285714285714,149.70854859963598,263.5285714285714,169.1284000819658,73.84285714285716,41.21111731652267,56.857142857142854,21.624049662575324,4.542857142857143,3.2045889714892426,84.89999999999999,73.3739054432841,64.7,90.7,61.4,135.9,434.7,531.1,16.0,111.0,93.9,54.7,67.7,52.7,6.96,0.75,4.71,6.1,66.0,139.9,2
2017-08-08,Delhi,376.4,2.7,190.7,102.5,42.7,30.2,7.82,15.4,68.8,5.17,27.53,0.33,415.1,Moderate,0,8,8,1,2017,False,True,False,229.3857142857143,149.98514847112298,217.78571428571428,192.1311221412028,72.95714285714287,40.39566219050665,47.15714285714286,22.972582001366856,4.267142857142857,2.729760149938175,76.11428571428571,70.66364998053405,370.1,64.7,90.7,116.1,135.9,434.7,52.4,16.0,111.0,43.8,54.7,67.7,5.22,6.96,0.75,197.2,6.1,66.0,2
2017-08-09,Delhi,330.9,304.1,95.1,15.1,55.4,47.9,3.92,4.0,61.4,15.16,18.36,7.12,100.7,Good,0,9,8,2,2017,False,True,False,226.1142857142857,147.04001075185215,246.14285714285714,187.40412532939592,59.67142857142858,42.165772623686,36.800000000000004,23.864478484419774,4.341428571428572,2.7092276179225503,84.78571428571429,63.19671480310316,376.4,370.1,64.7,2.7,116.1,135.9,102.5,52.4,16.0,15.4,43.8,54.7,7.82,5.22,6.96,68.8,197.2,6.1,0
2017-08-10,Delhi,93.4,124.7,28.1,77.1,9.2,2.2,2.47,93.5,40.0,14.9,1.23,5.0,355.0,Very Poor,0,10,8,3,2017,False,True,False,198.22857142857143,151.65196684388596,235.6142857142857,192.5334899748729,66.85714285714286,39.8528483776195,47.4,30.384206423732717,4.55,2.4542072718768764,82.77142857142859,64.54803674488517,330.9,376.4,370.1,304.1,2.7,116.1,15.1,102.5,52.4,4.0,15.4,43.8,3.92,7.82,5.22,61.4,68.8,197.2,4
2017-08-11,Delhi,96.5,20.1,193.5,14.6,201.5,33.7,2.56,6.5,61.3,8.11,13.23,9.78,299.4,Severe,0,11,8,4,2017,False,True,False,203.24285714285716,146.87895080805905,162.6142857142857,155.0518561489597,55.52857142857143,42.092426646041545,40.800000000000004,33.86000590667404,4.242857142857143,2.562971675521176,71.54285714285713,59.60072307007857,93.4,330.9,376.4,124.7,304.1,2.7,77.1,15.1,102.5,93.5,4.0,15.4,2.47,3.92,7.82,40.0,61.4,68.8,5
2017-08-12,Delhi,51.1,228.4,189.6,111.3,237.6,34.9,6.31,1.2,98.2,5.58,4.25,9.86,260.8,Satisfactory,0,12,8,5,2017,False,True,False,197.58571428571426,152.5877280842231,133.14285714285717,106.82043901087346,55.57142857142858,42.15842004810413,31.300000000000004,34.37974209715175,5.0371428571428565,2.124058334774214,76.14285714285714,60.33964581552381,96.5,93.4,330.9,20.1,124.7,304.1,14.6,77.1,15.1,6.5,93.5,4.0,2.56,2.47,3.92,61.3,40.0,61.4,1
2017-08-13,Delhi,306.1,425.1,87.3,59.2,26.5,23.4,8.91,88.6,173.5,4.34,15.42,9.75,268.2,Poor,0,13,8,6,2017,False,True,False,232.07142857142858,144.62017741064264,174.45714285714286,153.702590057799,61.74285714285715,38.39413397655338,36.142857142857146,40.1317769829536,5.315714285714285,2.5109152192169355,100.05714285714284,61.120641825350994,51.1,96.5,93.4,228.4,20.1,124.7,111.3,14.6,77.1,1.2,6.5,93.5,6.31,2.56,2.47,98.2,61.3,40.0,3
2017-08-14,Delhi,115.2,5.6,31.6,92.8,138.0,35.8,7.31,55.5,126.5,17.33,11.63,1.38,325.1,Satisfactory,0,14,8,0,2017,False,True,False,195.65714285714287,135.90132274488562,158.67142857142858,165.88639399988568,67.51428571428572,39.767550782492265,37.81428571428571,40.742828758421965,5.614285714285714,2.619547398202323,89.95714285714287,46.48085115194771,306.1,51.1,96.5,425.1,228.4,20.1,59.2,111.3,14.6,88.6,1.2,6.5,8.91,6.31,2.56,173.5,98.2,61.3,1
2017-08-15,Delhi,172.7,538.0,113.2,139.4,57.6,1.9,3.43,61.8,150.1,19.12,18.92,0.89,113.9,Satisfactory,0,15,8,1,2017,False,True,False,166.55714285714285,110.11085107204272,235.14285714285714,201.55135703787568,72.78571428571429,46.97124753759581,44.44285714285714,40.26002389231189,4.987142857142857,2.5273485070703,101.57142857142857,50.312546953542004,115.2,306.1,51.1,5.6,425.1,228.4,92.8,59.2,111.3,55.5,88.6,1.2,7.31,8.91,6.31,126.5,173.5,98.2,1
2017-08-16,Delhi,239.3,534.0,68.4,82.6,231.4,48.2,3.09,3.1,49.2,10.55,25.1,8.76,311.8,Poor,0,16,8,2,2017,False,True,False,153.4714285714286,91.13240759623201,267.9857142857143,231.20972750997714,82.42857142857143,39.48749651411678,44.31428571428571,40.41185587470706,4.868571428571428,2.6040636741538443,99.82857142857142,52.115055863147994,172.7,115.2,306.1,538.0,5.6,425.1,139.4,92.8,59.2,61.8,55.5,88.6,3.43,7.31,8.91,150.1,126.5,173.5,3
2017-08-17,Delhi,142.6,408.2,66.2,147.1,11.1,49.1,5.3,41.9,12.2,2.83,2.75,6.02,268.2,Severe,0,17,8,3,2017,False,True,False,160.5,87.55426888507522,308.4857142857143,226.71389038882896,92.42857142857143,46.20529242001451,36.94285714285714,34.168545825210714,5.272857142857142,2.3796268214835283,95.85714285714285,58.144614458057774,239.3,172.7,115.2,534.0,538.0,5.6,82.6,139.4,92.8,3.1,61.8,55.5,3.09,3.43,7.31,49.2,150.1,126.5,5
2017-08-18,Delhi,405.3,222.5,98.2,135.2,203.1,1.9,1.44,59.9,147.3,4.35,24.8,8.08,133.4,Satisfactory,0,18,8,4,2017,False,True,False,204.6142857142857,121.24565186116216,337.40000000000003,194.40940477936394,109.65714285714284,32.92394554843314,44.57142857142857,32.13988769352471,5.112857142857142,2.6181336500499364,108.14285714285714,58.70885387920214,142.6,239.3,172.7,408.2,534.0,538.0,147.1,82.6,139.4,41.9,3.1,61.8,5.3,3.09,3.43,12.2,49.2,150.1,1
2017-08-19,Delhi,415.5,102.9,171.6,85.1,13.8,48.7,1.55,81.7,189.6,11.53,5.68,3.26,396.1,Very Poor,0,19,8,5,2017,False,True,False,256.6714285714286,122.56941862043897,319.4714285714286,211.19868776648588,105.91428571428571,34.171646559266485,56.07142857142857,28.194367894180225,4.432857142857142,2.862159524355194,121.2,65.85762421061546,405.3,142.6,239.3,222.5,408.2,534.0,135.2,147.1,82.6,59.9,41.9,3.1,1.44,5.3,3.09,147.3,12.2,49.2,4
2017-08-20,Delhi,77.7,398.2,143.9,140.2,160.6,49.6,2.97,44.8,197.8,9.13,16.69,1.54,116.2,Satisfactory,0,20,8,6,2017,False,True,False,224.04285714285714,136.79351662442275,315.62857142857143,209.19159251975748,117.4857142857143,29.046539011927518,49.81428571428571,24.373512164603923,3.584285714285714,2.089911139601058,124.67142857142858,69.60755979742684,415.5,405.3,142.6,102.9,222.5,408.2,85.1,135.2,147.1,81.7,59.9,41.9,1.55,1.44,5.3,189.6,147.3,12.2,1
2017-08-21,Delhi,466.0,536.1,139.6,53.5,39.3,42.7,2.05,26.2,115.0,2.68,4.84,7.35,300.8,Satisfactory,0,21,8,0,2017,False,True,False,274.15714285714284,153.50960726876204,391.4142857142857,170.71045104280557,111.87142857142858,37.2521907313612,45.628571428571426,25.713402101220446,2.8328571428571427,1.3370952881241653,123.02857142857144,69.69286702587065,77.7,415.5,405.3,398.2,102.9,222.5,140.2,85.1,135.2,44.8,81.7,59.9,2.97,1.55,1.44,197.8,189.6,147.3,1
2017-08-22,Delhi,497.5,161.9,30.5,68.9,198.4,20.2,7.92,74.2,121.4,2.01,20.34,0.71,158.0,Satisfactory,0,22,8,1,2017,False,True,False,320.5571428571429,166.28738033038732,337.6857142857143,175.98980489952066,101.8,38.08989367273162,47.4,27.385884441928603,3.474285714285714,2.3582963988358054,118.92857142857143,68.67155437990579,466.0,77.7,415.5,536.1,398.2,102.9,53.5,140.2,85.1,26.2,44.8,81.7,2.05,2.97,1.55,115.0,197.8,189.6,1
